id,nev,szekhelyid,adoszam,email,telefon
333,Varga Boldizsár,2536,31089784-2-15,Varga.Boldizsár@email.hu,+36722789511
334,Biró Luca,1530,44761028-1-07,Biró.Luca@email.hu,+36992109872
335,Orsós Zénó,1432,38293457-2-05,Orsós.Zénó@email.hu,+36123937905
336,Veres Izabella,68,30377437-2-41,Veres.Izabella@email.hu,+36380982083
337,Vörös Dominik,1189,53538729-2-10,Vörös.Dominik@email.hu,+36454483184
338,Illés Vince,2939,76928107-2-05,Illés.Vince@email.hu,+36735230830
339,Gulyás Alexander,2210,12285103-2-42,Gulyás.Alexander@email.hu,+36945620891
340,Fehér Zita,2602,39283345-1-41,Fehér.Zita@email.hu,+36481867621
341,Fülöp Iván,2264,64454971-1-42,Fülöp.Iván@email.hu,+36317933566
342,Gáspár Nándor,795,42203720-1-25,Gáspár.Nándor@email.hu,+36519906249
343,Soós Mirkó,585,41438301-1-10,Soós.Mirkó@email.hu,+36159088420
344,Gulyás Levente,2013,68193634-1-35,Gulyás.Levente@email.hu,+36597621681
345,Balla Blanka,1190,92965405-2-42,Balla.Blanka@email.hu,+36475659959
346,Mészáros Miklós,1174,59834366-2-41,Mészáros.Miklós@email.hu,+36252270958
347,Faragó Veronika,2255,73825077-2-42,Faragó.Veronika@email.hu,+36516541294
348,Hegedűs Krisztofer,2510,23144780-1-03,Hegedűs.Krisztofer@email.hu,+36325813025
349,Barta Rikárdó,1398,22384669-2-03,Barta.Rikárdó@email.hu,+36713094494
350,Fülöp Martin,582,48103411-2-35,Fülöp.Martin@email.hu,+36510957475
351,Szücs Natasa,801,84397467-2-03,Szücs.Natasa@email.hu,+36471244285
352,Soós Kincső,920,26969751-2-03,Soós.Kincső@email.hu,+36920362631
353,Budai Mia,1912,20495057-2-07,Budai.Mia@email.hu,+36139956687
354,Pataki Szabolcs,940,82836905-1-10,Pataki.Szabolcs@email.hu,+36390471452
355,Jakab Márk,1432,20257160-1-03,Jakab.Márk@email.hu,+36121818066
356,Mezei Tibor,1046,32672325-1-35,Mezei.Tibor@email.hu,+36849981554
357,Kiss Ármin,1964,20572390-2-15,Kiss.Ármin@email.hu,+36126473084
358,Juhász Sára,856,72649775-1-15,Juhász.Sára@email.hu,+36437129971
359,Juhász Gergő,2661,96872961-1-15,Juhász.Gergő@email.hu,+36654026286
360,Fazekas Kitti,1465,60160190-2-05,Fazekas.Kitti@email.hu,+36146246212
361,Farkas Natália,719,66122890-2-05,Farkas.Natália@email.hu,+36947701322
362,Vörös Zalán,87,86138204-1-15,Vörös.Zalán@email.hu,+36434373561
363,Balogh Viktória,2278,90693607-2-25,Balogh.Viktória@email.hu,+36330875843
364,Kerekes Máté,1189,32223197-1-07,Kerekes.Máté@email.hu,+36435309127
365,Kis Botond,1564,79317902-1-35,Kis.Botond@email.hu,+36846580041
366,Bodnár Emese,1948,93499342-2-10,Bodnár.Emese@email.hu,+36556300169
367,Novák Liza,1409,51093498-2-03,Novák.Liza@email.hu,+36936494405
368,Orbán Alexandra,1130,45465321-1-03,Orbán.Alexandra@email.hu,+36728709710
369,Somogyi Dóra,617,12468371-1-10,Somogyi.Dóra@email.hu,+36250077683
370,Orbán Bella,2008,30488433-1-25,Orbán.Bella@email.hu,+36454236632
371,Fazekas János,2909,88353625-1-10,Fazekas.János@email.hu,+36723190079
372,Illés Róbert,636,86904761-2-42,Illés.Róbert@email.hu,+36461565257
373,Soós Zsófia,2641,45995752-2-10,Soós.Zsófia@email.hu,+36561177362
374,Bogdán Balázs,367,46598289-1-07,Bogdán.Balázs@email.hu,+36651317423
375,Molnár Boróka,1490,80931010-2-42,Molnár.Boróka@email.hu,+36610637290
376,Somogyi Martin,47,11951143-1-05,Somogyi.Martin@email.hu,+36239855206
377,Péter Dorka,1238,62473253-1-15,Péter.Dorka@email.hu,+36404320506
378,Papp Balázs,1987,87407710-2-41,Papp.Balázs@email.hu,+36683277782
379,Katona Bence,1459,13859638-2-41,Katona.Bence@email.hu,+36569498813
380,Székely Rebeka,1835,30707774-2-42,Székely.Rebeka@email.hu,+36840784685
381,Somogyi Enikő,2302,57133251-1-03,Somogyi.Enikő@email.hu,+36807881536
382,Lengyel Róza,2297,65605947-1-03,Lengyel.Róza@email.hu,+36802361813
383,Bodnár Amira,1265,31364813-2-10,Bodnár.Amira@email.hu,+36250421176
384,Dudás Adrián,2680,28544448-2-07,Dudás.Adrián@email.hu,+36923398554
385,Vincze Kincső,2677,60536021-1-41,Vincze.Kincső@email.hu,+36266558919
386,Jakab Noel,2136,10911854-2-15,Jakab.Noel@email.hu,+36257654099
387,Simon Adél,1238,56595912-2-30,Simon.Adél@email.hu,+36552287204
388,Tamás Emili,900,98487384-1-30,Tamás.Emili@email.hu,+36347742418
389,Bodnár Erik,2402,84738374-1-35,Bodnár.Erik@email.hu,+36885716164
390,Horváth Zita,2690,65855638-1-35,Horváth.Zita@email.hu,+36189380709
391,Szilágyi Nimród,407,70039553-1-05,Szilágyi.Nimród@email.hu,+36269933359
392,Fehér József,2638,41123460-1-15,Fehér.József@email.hu,+36932777571
393,Fekete Emese,2582,40289652-2-03,Fekete.Emese@email.hu,+36996628902
394,Szőke Ármin,50,12359420-1-35,Szőke.Ármin@email.hu,+36814799038
395,Tamás Emese,1187,33394961-2-15,Tamás.Emese@email.hu,+36449590657
396,Pál Richárd,1482,38551273-2-07,Pál.Richárd@email.hu,+36798984363
397,László Iván,821,11744619-2-25,László.Iván@email.hu,+36204454765
398,Fábián Ármin,1700,69449610-1-30,Fábián.Ármin@email.hu,+36639203651
399,Virág Elizabet,2753,49110238-1-25,Virág.Elizabet@email.hu,+36666465998
400,Barta Janka,1546,59700569-1-10,Barta.Janka@email.hu,+36834784148
401,Szabó Mira,2069,68975375-1-10,Szabó.Mira@email.hu,+36231200911
402,Hegedüs Boróka,429,88594262-2-30,Hegedüs.Boróka@email.hu,+36703255941
403,Bakos Adél,1198,70910915-1-07,Bakos.Adél@email.hu,+36991159700
404,Novák Anna,1693,52130743-2-03,Novák.Anna@email.hu,+36274282220
405,Dudás Tamara,2976,19984293-1-05,Dudás.Tamara@email.hu,+36703191754
406,Major Csaba,2469,57727213-1-15,Major.Csaba@email.hu,+36925103386
407,Jónás Alex,583,41208505-1-07,Jónás.Alex@email.hu,+36374609628
408,Soós Dorina,850,34131274-1-25,Soós.Dorina@email.hu,+36404063622
409,Hegedűs Vince,1753,62140401-2-35,Hegedűs.Vince@email.hu,+36695258521
410,Vörös Emília,689,68540523-1-30,Vörös.Emília@email.hu,+36797387218
411,Kozma Dénes,2112,30433578-1-42,Kozma.Dénes@email.hu,+36461085407
412,Lengyel Dániel,2281,83399185-2-42,Lengyel.Dániel@email.hu,+36358619659
413,Kelemen Zénó,1701,29024645-2-42,Kelemen.Zénó@email.hu,+36783055516
414,Hajas Kevin,131,36399694-2-41,Hajas.Kevin@email.hu,+36728665958
415,Bodnár Emili,1467,63261445-2-15,Bodnár.Emili@email.hu,+36253789034
416,Juhász Abigél,726,60751450-2-15,Juhász.Abigél@email.hu,+36160763868
417,Bodnár Nimród,1126,25007898-1-30,Bodnár.Nimród@email.hu,+36199376744
418,Szabó Olivér,1903,32383666-2-42,Szabó.Olivér@email.hu,+36322901647
419,Papp Veronika,816,31921682-1-05,Papp.Veronika@email.hu,+36184174566
420,Deák Mia,1731,38640555-2-41,Deák.Mia@email.hu,+36604350302
421,Fehér Péter,14,97137936-2-07,Fehér.Péter@email.hu,+36919437322
422,Hajdu Boglárka,2812,12840620-2-05,Hajdu.Boglárka@email.hu,+36604176346
423,Soós Zénó,1032,20961453-1-42,Soós.Zénó@email.hu,+36758417904
424,Rácz Zoé,231,96847238-2-42,Rácz.Zoé@email.hu,+36976121331
425,Magyar Mirkó,906,20683386-1-42,Magyar.Mirkó@email.hu,+36199727633
426,Péter Fruzsina,2575,17464672-1-15,Péter.Fruzsina@email.hu,+36705836865
427,Lakatos Gábor,359,16849616-1-05,Lakatos.Gábor@email.hu,+36380360713
428,Szekeres Zalán,1896,93870839-2-42,Szekeres.Zalán@email.hu,+36661802682
429,Szűcs Kata,1483,73437834-2-10,Szűcs.Kata@email.hu,+36217151125
430,Rácz Brájen,2312,12614244-2-15,Rácz.Brájen@email.hu,+36727077285
431,Virág Anna,1531,60441031-2-07,Virág.Anna@email.hu,+36950824800
432,Szabó Kornél,1842,53258149-1-10,Szabó.Kornél@email.hu,+36680541213
433,Kovács László,1538,98531979-2-25,Kovács.László@email.hu,+36932236142
434,Simon Gábor,2216,14393575-1-03,Simon.Gábor@email.hu,+36650139023
435,Sándor Letícia,2070,21966905-2-10,Sándor.Letícia@email.hu,+36625008133
436,Jakab Róza,1177,28773495-2-07,Jakab.Róza@email.hu,+36120049954
437,Vass Máté,403,54929538-1-10,Vass.Máté@email.hu,+36726626471
438,Budai Dávid,1875,39468577-1-41,Budai.Dávid@email.hu,+36891563313
439,Máté Bertalan,2007,68794662-2-41,Máté.Bertalan@email.hu,+36235631159
440,Kelemen Brájen,2512,63043315-1-05,Kelemen.Brájen@email.hu,+36256879891
441,Bogdán Adél,858,29937855-1-35,Bogdán.Adél@email.hu,+36798468828
442,Varga Kiara,2692,82699143-2-30,Varga.Kiara@email.hu,+36163647941
443,Varga Mirkó,1451,96581488-2-15,Varga.Mirkó@email.hu,+36567908255
444,Pásztor Viktor,1018,76432357-1-30,Pásztor.Viktor@email.hu,+36103753306
445,Kovács Sándor,2881,95656567-1-42,Kovács.Sándor@email.hu,+36643719661
446,Kis Annabella,430,46874875-1-10,Kis.Annabella@email.hu,+36826738057
447,Antal Janka,241,72333321-2-41,Antal.Janka@email.hu,+36165146415
448,Dudás Luca,1756,64124463-1-35,Dudás.Luca@email.hu,+36283387303
449,Lengyel János,887,99332480-2-41,Lengyel.János@email.hu,+36576434363
450,Fazekas Rozina,2765,32878017-1-25,Fazekas.Rozina@email.hu,+36304251148
451,Vörös Bíborka,2659,73777881-1-42,Vörös.Bíborka@email.hu,+36615031977
452,Farkas Csaba,1222,39595458-1-05,Farkas.Csaba@email.hu,+36796977475
453,Kocsis Alex,189,97762435-1-07,Kocsis.Alex@email.hu,+36470453444
454,Mezei Kamilla,326,70704189-2-25,Mezei.Kamilla@email.hu,+36977540054
455,Sándor Adrián,837,22797139-2-30,Sándor.Adrián@email.hu,+36830771184
456,Varga Borbála,1561,26369262-2-05,Varga.Borbála@email.hu,+36542448923
457,Szücs Benjámin,1701,37867316-2-03,Szücs.Benjámin@email.hu,+36860262395
458,Szalai Zara,272,34298183-2-30,Szalai.Zara@email.hu,+36930462727
459,Balázs Borbála,92,91681863-2-15,Balázs.Borbála@email.hu,+36989978945
460,Budai Fruzsina,2705,62754127-2-35,Budai.Fruzsina@email.hu,+36912779247
461,László Boróka,1415,11112103-2-10,László.Boróka@email.hu,+36560167032
462,Antal Panka,990,97572172-2-30,Antal.Panka@email.hu,+36628231304
463,Szalai Csanád,1671,20927947-2-03,Szalai.Csanád@email.hu,+36202336856
464,Balogh Maja,1745,19760664-2-42,Balogh.Maja@email.hu,+36883605594
465,Veres Ádám,1463,68333998-2-05,Veres.Ádám@email.hu,+36761986776
466,Boros Gergő,2574,37409934-1-10,Boros.Gergő@email.hu,+36695968552
467,Katona Emília,47,45101712-1-42,Katona.Emília@email.hu,+36341807875
468,Tóth Zalán,1788,74865576-2-30,Tóth.Zalán@email.hu,+36148340851
469,Jakab Botond,364,74667295-1-03,Jakab.Botond@email.hu,+36119082184
470,Márton Johanna,2593,94722456-1-03,Márton.Johanna@email.hu,+36149163439
471,Gál Gréta,2627,66056418-2-30,Gál.Gréta@email.hu,+36349561755
472,Novák Zita,1555,45773828-1-10,Novák.Zita@email.hu,+36223237789
473,Tóth Szilárd,2199,23823511-2-41,Tóth.Szilárd@email.hu,+36102694848
474,Biró Bendegúz,608,29112873-2-07,Biró.Bendegúz@email.hu,+36842719033
475,Nemes Marcell,178,68937206-2-30,Nemes.Marcell@email.hu,+36721305831
476,Faragó Ádám,2625,74673299-1-42,Faragó.Ádám@email.hu,+36771213740
477,Király Kiara,666,66493637-1-03,Király.Kiara@email.hu,+36951692449
478,Orbán Zorka,2318,94763601-1-03,Orbán.Zorka@email.hu,+36670088957
479,Balla Zsombor,2652,61425178-2-25,Balla.Zsombor@email.hu,+36347826030
480,Major Kende,2780,34043017-1-10,Major.Kende@email.hu,+36288413933
481,Rácz Letícia,1638,95365856-2-42,Rácz.Letícia@email.hu,+36556114810
482,Németh Gellért,906,12959659-2-35,Németh.Gellért@email.hu,+36112397769
483,Tóth Adél,314,54772865-1-41,Tóth.Adél@email.hu,+36100792679
484,Veres Hanga,1022,10794324-2-10,Veres.Hanga@email.hu,+36828324336
485,Szűcs Imre,1957,89070868-1-25,Szűcs.Imre@email.hu,+36127469667
486,Váradi Kristóf,2613,81080078-2-41,Váradi.Kristóf@email.hu,+36169271683
487,Kelemen Regina,957,15730221-1-30,Kelemen.Regina@email.hu,+36225512128
488,Székely Zsolt,517,88062296-1-41,Székely.Zsolt@email.hu,+36870120446
489,Kelemen Dorina,684,51830942-2-05,Kelemen.Dorina@email.hu,+36734792198
490,Takács Bíborka,2814,55832150-2-05,Takács.Bíborka@email.hu,+36997983568
491,Sándor Gergely,1780,51140685-1-35,Sándor.Gergely@email.hu,+36175211917
492,Szabó Johanna,2435,80865861-2-07,Szabó.Johanna@email.hu,+36711588103
493,Horváth Marcell,1088,98021219-2-05,Horváth.Marcell@email.hu,+36817008726
494,Pataki Sámuel,1606,66275041-1-30,Pataki.Sámuel@email.hu,+36238276270
495,Major Vilmos,402,22165719-2-15,Major.Vilmos@email.hu,+36612137217
496,Bognár Anna,2171,82600189-2-30,Bognár.Anna@email.hu,+36185661883
497,Boros Erik,326,32005704-1-42,Boros.Erik@email.hu,+36876735443
498,Bodnár Szofi,2010,47055331-1-42,Bodnár.Szofi@email.hu,+36599727019
499,Csonka Gergő,1859,68332865-2-07,Csonka.Gergő@email.hu,+36257190887
500,Kocsis Bíborka,2611,28481139-1-10,Kocsis.Bíborka@email.hu,+36863175467
501,Bálint Kitti,2686,62007669-1-03,Bálint.Kitti@email.hu,+36500354542
502,Szilágyi György,757,57702251-1-35,Szilágyi.György@email.hu,+36932229922
503,Takács Ferenc,696,49691674-2-07,Takács.Ferenc@email.hu,+36179729478
504,Katona Patrik,597,64844530-2-30,Katona.Patrik@email.hu,+36442695283
505,Barta Kevin,2442,27056105-2-35,Barta.Kevin@email.hu,+36870113751
506,Fülöp Linett,409,88238560-1-10,Fülöp.Linett@email.hu,+36407218547
507,Dudás Alíz,1327,76006454-2-30,Dudás.Alíz@email.hu,+36709706987
508,Vörös Amira,1885,38884068-1-25,Vörös.Amira@email.hu,+36543158769
509,Virág Zsófia,2452,62001489-1-15,Virág.Zsófia@email.hu,+36271658582
510,Gál István,516,98358345-1-03,Gál.István@email.hu,+36974981801
511,László Natália,199,20110131-1-15,László.Natália@email.hu,+36506180832
512,Pál József,1687,93338220-2-25,Pál.József@email.hu,+36205597797
513,Juhász Lilien,2923,33107511-1-30,Juhász.Lilien@email.hu,+36598061056
514,Oláh Ferenc,2614,27873353-2-30,Oláh.Ferenc@email.hu,+36716989371
515,Papp Janka,371,27622777-1-42,Papp.Janka@email.hu,+36372088796
516,Varga Ábel,2812,58386950-1-42,Varga.Ábel@email.hu,+36463193622
517,Fekete László,2980,13033814-1-10,Fekete.László@email.hu,+36542862985
518,Orosz Szilárd,2953,70368129-1-07,Orosz.Szilárd@email.hu,+36289436878
519,Hegedűs Noel,2092,80924301-1-41,Hegedűs.Noel@email.hu,+36771560286
520,Pásztor Elizabet,1154,47488426-1-30,Pásztor.Elizabet@email.hu,+36608139452
521,Halász László,922,81914220-2-25,Halász.László@email.hu,+36485880784
522,Király Nikolasz,1834,17273923-1-41,Király.Nikolasz@email.hu,+36387111787
523,Szűcs Zente,409,83269141-1-07,Szűcs.Zente@email.hu,+36328973011
524,Tóth Panka,2853,79069651-2-30,Tóth.Panka@email.hu,+36936522973
525,Kocsis Gergely,118,13816279-1-41,Kocsis.Gergely@email.hu,+36889375880
526,Barta Léna,2496,45425063-1-30,Barta.Léna@email.hu,+36553398010
527,Vincze Liliána,2770,97987114-2-07,Vincze.Liliána@email.hu,+36321653421
528,Barna Norina,2897,17782976-2-35,Barna.Norina@email.hu,+36779842936
529,Orsós Lilien,2510,67181661-1-30,Orsós.Lilien@email.hu,+36246006176
530,Péter Benjámin,311,46571523-1-25,Péter.Benjámin@email.hu,+36551068307
531,Fekete Izabella,1604,12902102-2-25,Fekete.Izabella@email.hu,+36809902655
532,Balog Leila,960,79672812-2-35,Balog.Leila@email.hu,+36367389789
533,Deák Dorina,2763,86665242-2-10,Deák.Dorina@email.hu,+36428322429
534,Gulyás Rozina,2345,93178545-1-35,Gulyás.Rozina@email.hu,+36400074921
535,Barta Vince,2398,32269854-1-41,Barta.Vince@email.hu,+36703483750
536,Hajdu Nolen,186,97898111-2-05,Hajdu.Nolen@email.hu,+36539309246
537,Bodnár Bence,2514,23502491-2-03,Bodnár.Bence@email.hu,+36848092649
538,Magyar Nándor,2021,50162841-1-35,Magyar.Nándor@email.hu,+36573521754
539,Szalai Bertalan,883,43972725-1-42,Szalai.Bertalan@email.hu,+36873634943
540,Váradi Soma,853,61066815-1-35,Váradi.Soma@email.hu,+36635675477
541,Jakab Ferenc,591,65308131-1-35,Jakab.Ferenc@email.hu,+36374989055
542,Budai Kiara,1376,37080659-1-30,Budai.Kiara@email.hu,+36597777717
543,Szőke Mirkó,369,86295313-1-05,Szőke.Mirkó@email.hu,+36613886223
544,Barta Erik,2472,13707103-2-15,Barta.Erik@email.hu,+36675234755
545,Boros Letícia,1919,95956525-2-03,Boros.Letícia@email.hu,+36507227095
546,Deák Veronika,2397,18036970-1-35,Deák.Veronika@email.hu,+36885038478
547,Vass Milla,1815,17992857-2-15,Vass.Milla@email.hu,+36128951406
548,Pál Maja,778,40382373-1-41,Pál.Maja@email.hu,+36115443714
549,Fülöp Dorina,540,98886770-1-03,Fülöp.Dorina@email.hu,+36781611832
550,Antal Dorottya,2892,24013275-2-41,Antal.Dorottya@email.hu,+36164367953
551,Rácz Kevin,1496,39800882-2-41,Rácz.Kevin@email.hu,+36558223256
552,Fábián Liza,2676,21872081-1-15,Fábián.Liza@email.hu,+36602722924
553,Novák Léna,2222,26365536-1-25,Novák.Léna@email.hu,+36743591091
554,Kerekes Barnabás,10,81078945-2-42,Kerekes.Barnabás@email.hu,+36564475793
555,Pintér Lara,994,96801425-2-30,Pintér.Lara@email.hu,+36392719042
556,Borbély Gellért,157,14968254-1-35,Borbély.Gellért@email.hu,+36128667114
557,Fábián Leila,2652,34667617-1-03,Fábián.Leila@email.hu,+36618681269
558,Hegedüs Zétény,147,30856529-1-42,Hegedüs.Zétény@email.hu,+36158630863
559,Novák Janka,2783,21262758-1-10,Novák.Janka@email.hu,+36468743760
560,Máté Flórián,2250,41865548-2-10,Máté.Flórián@email.hu,+36332140100
561,Hajdu Vanda,2941,50485952-2-30,Hajdu.Vanda@email.hu,+36100989485
562,Lengyel Lilla,734,28457985-1-15,Lengyel.Lilla@email.hu,+36845288409
563,Farkas Emili,1679,31936914-1-15,Farkas.Emili@email.hu,+36312576952
564,Pál Noel,1446,75664473-1-15,Pál.Noel@email.hu,+36636014633
565,Bakos Adrián,1216,55690750-1-03,Bakos.Adrián@email.hu,+36180503505
566,Szücs Dorka,1543,90671824-1-25,Szücs.Dorka@email.hu,+36154215403
567,Gáspár Gellért,1228,66907484-1-35,Gáspár.Gellért@email.hu,+36692699726
568,Somogyi Léna,2882,90163471-1-15,Somogyi.Léna@email.hu,+36213410494
569,Barta Kiara,2521,55838005-1-10,Barta.Kiara@email.hu,+36928929979
570,Hajas Márk,2489,79959172-2-35,Hajas.Márk@email.hu,+36748203908
571,Farkas Kristóf,2602,95118965-2-30,Farkas.Kristóf@email.hu,+36530525332
572,Bálint Eszter,263,23105479-1-42,Bálint.Eszter@email.hu,+36884765589
573,Kerekes Mia,1374,86629910-1-30,Kerekes.Mia@email.hu,+36331226293
574,Major Léna,543,80091992-1-30,Major.Léna@email.hu,+36151309168
575,Balogh Benjámin,2867,42414802-1-15,Balogh.Benjámin@email.hu,+36248574756
576,Nemes Botond,1850,15068068-2-15,Nemes.Botond@email.hu,+36803527425
577,Váradi Vivien,769,81213115-1-35,Váradi.Vivien@email.hu,+36688649922
578,Varga Linett,240,39796545-2-10,Varga.Linett@email.hu,+36569162615
579,Pintér Regina,239,43347633-1-41,Pintér.Regina@email.hu,+36444720238
580,Sándor József,25,56013814-1-30,Sándor.József@email.hu,+36919761760
581,Varga Nikolasz,2985,87666712-2-03,Varga.Nikolasz@email.hu,+36439870963
582,Fábián Leila,1297,27839248-2-05,Fábián.Leila@email.hu,+36221634066
583,Kiss Zalán,1661,69130711-2-25,Kiss.Zalán@email.hu,+36913655462
584,Fülöp Laura,1922,13402893-2-10,Fülöp.Laura@email.hu,+36997062581
585,Somogyi Enikő,1119,67005147-2-07,Somogyi.Enikő@email.hu,+36908269409
586,Kis Hanga,1232,51264527-2-30,Kis.Hanga@email.hu,+36222604090
587,Fodor Sándor,1042,23541783-2-15,Fodor.Sándor@email.hu,+36539223055
588,Biró Csaba,2058,65820804-1-03,Biró.Csaba@email.hu,+36779270994
589,Bakos Márton,656,56611626-2-05,Bakos.Márton@email.hu,+36922780237
590,Máté Gréta,1545,77536107-2-05,Máté.Gréta@email.hu,+36590240995
591,Pásztor József,2838,33465001-2-35,Pásztor.József@email.hu,+36836052335
592,Bálint Petra,1672,52880468-2-15,Bálint.Petra@email.hu,+36704886145
593,Török Szilárd,1542,89134589-2-07,Török.Szilárd@email.hu,+36120202353
594,Szalai Kamilla,937,62341684-2-10,Szalai.Kamilla@email.hu,+36556919202
595,Somogyi András,215,70815369-2-30,Somogyi.András@email.hu,+36550110351
596,Fazekas Iván,2161,97084651-1-41,Fazekas.Iván@email.hu,+36445125004
597,Fekete Regina,2000,65378251-1-15,Fekete.Regina@email.hu,+36300625124
598,Kozma Ferenc,1228,70865346-2-03,Kozma.Ferenc@email.hu,+36893295948
599,Nemes Petra,562,18250859-2-05,Nemes.Petra@email.hu,+36510155609
600,Antal László,2680,65519207-2-10,Antal.László@email.hu,+36368436051
601,Vincze Ferenc,474,11363992-1-25,Vincze.Ferenc@email.hu,+36207763111
602,Barna Mátyás,1237,78063891-2-25,Barna.Mátyás@email.hu,+36830965270
603,Király Zoé,561,44778874-1-35,Király.Zoé@email.hu,+36101938092
604,Hajas Szabolcs,355,79162104-2-41,Hajas.Szabolcs@email.hu,+36948832281
605,Juhász Vivien,2593,79128815-1-35,Juhász.Vivien@email.hu,+36549266980
606,Szalai Adrián,537,76929910-2-07,Szalai.Adrián@email.hu,+36588882026
607,Kelemen Gréta,606,85476676-1-10,Kelemen.Gréta@email.hu,+36286920990
608,Pásztor Kinga,983,96508049-1-15,Pásztor.Kinga@email.hu,+36607706283
609,Budai Janka,2446,98898650-2-05,Budai.Janka@email.hu,+36331325396
610,Lakatos Vilmos,1448,51967864-2-35,Lakatos.Vilmos@email.hu,+36504615975
611,Rácz Dorina,1691,83989644-1-25,Rácz.Dorina@email.hu,+36355441550
612,Magyar Annabella,1716,55105577-2-07,Magyar.Annabella@email.hu,+36964943012
613,Gál Márton,2211,47743403-2-41,Gál.Márton@email.hu,+36629334983
614,Juhász Sándor,2062,25483450-2-07,Juhász.Sándor@email.hu,+36464406358
615,Jakab Kata,1569,14433342-1-42,Jakab.Kata@email.hu,+36807693495
616,Gáspár Mia,949,82881210-1-07,Gáspár.Mia@email.hu,+36794779777
617,Lukács Csongor,1376,19561780-1-15,Lukács.Csongor@email.hu,+36847057305
